"","title","domestic","budget","averageRating","numVotes","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"2559","Get Hard",90411453,4e+07,6,129875,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2560","Birdman or The Unexpected Virtue of Ignorance",42340598,1.8e+07,7.7,604093,2014,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",8
"2561","Alice Through the Looking Glass",77041381,1.7e+08,6.2,100929,2016,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2562","Going in Style",45018541,2.5e+07,6.6,81653,2017,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2563","Me and Earl and the Dying Girl",6758416,8e+06,7.7,127787,2015,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",8
"2564","Hell or High Water",27007844,1.2e+07,7.6,216003,2016,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",8
"2565","Whiplash",13092000,3300000,8.5,771191,2014,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","high",8
"2566","The Fault in Our Stars",124872350,1.2e+07,7.7,359240,2014,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","low","high",8
"2567","Jojo Rabbit",33370906,1.4e+07,7.9,343988,2019,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",8
"2568","Resident Evil: The Final Chapter",26830068,4e+07,5.5,89136,2016,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2569","Ted 2",81476385,6.8e+07,6.3,196269,2015,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2570","Hot Tub Time Machine 2",12314651,1.4e+07,5.1,38239,2015,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",5
"2571","Ben-Hur",26410477,1e+08,5.7,43263,2016,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"2572","Star Trek Beyond",158848340,1.85e+08,7,237852,2016,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",7
"2573","Fences",57682904,2.4e+07,7.2,103641,2016,"PG-13",1,TRUE,FALSE,TRUE,FALSE,TRUE,"medium","medium","medium",7
"2574","Me Before You",56245075,2e+07,7.4,229849,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2575","Hitman: Agent 47",22467450,3.5e+07,5.7,88596,2015,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2576","Night at the Museum: Secret of the Tomb",113746621,1.27e+08,6.2,114464,2014,"PG",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2577","The Boss",63285885,2.9e+07,5.4,44344,2016,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"2578","Game Night",69179066,3.7e+07,6.9,221428,2018,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2579","The Grinch",270620950,7.5e+07,6.3,60319,2018,"PG",1,TRUE,FALSE,FALSE,TRUE,FALSE,"high","high","medium",6
"2580","The Secret Life of Pets",368384330,7.5e+07,6.5,192317,2016,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2581","Fury",85817906,6.8e+07,7.6,454113,2014,"R",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"2582","Blackhat",8005980,7e+07,5.4,57063,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","high","medium",5
"2583","Everest",43482270,5.5e+07,7.1,209311,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2584","The Longest Ride",37446117,3.4e+07,7.1,80058,2015,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2585","Devil's Due",15821461,7e+06,4.1,16475,2014,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","low",4
"2586","Sinister 2",27740955,1e+07,5.3,52065,2015,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",5
"2587","T2 Trainspotting",2402004,1.8e+07,7.2,119399,2017,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"2588","Beauty and the Beast",504014165,1.6e+08,7.1,290381,2017,"PG",2,FALSE,FALSE,FALSE,TRUE,FALSE,"high","high","high",7
"2589","Veronica Mars",3322127,6e+06,6.8,51637,2014,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","medium",7
"2590","Thank You for Your Service",9536300,2e+07,6.6,13327,2017,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",7
"2591","Pete's Dragon",76233151,6.5e+07,6.7,56574,2016,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2592","Annihilation",32732301,4e+07,6.8,300964,2018,"R",2,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",7
"2593","Kingsman: The Secret Service",128261724,8.1e+07,7.7,620922,2014,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2594","Furious 7",353007020,1.9e+08,7.1,376511,2015,"PG-13",4,TRUE,TRUE,FALSE,TRUE,TRUE,"high","high","high",7
"2595","Mike and Dave Need Wedding Dates",46009673,3.3e+07,6,86417,2016,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2596","A Haunted House 2",17329486,4e+06,4.7,20980,2014,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"2597","Pitch Perfect 2",184296230,2.9e+07,6.4,149616,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2598","Tag",54730625,2.8e+07,6.5,125187,2018,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2599","Ride Along 2",91221830,4e+07,5.9,56226,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2600","Nightcrawler",32381217,8500000,7.8,500618,2014,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"2601","Lucy",126663600,4e+07,6.4,469899,2014,"R",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",6
"2602","Red Sparrow",46874505,6.9e+07,6.6,176997,2018,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2603","Black or White",21571189,9e+06,6.6,12678,2014,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",7
"2604","99 Homes",1411927,8e+06,7.1,32369,2014,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"2605","Insurgent",130179072,1.1e+08,6.2,227545,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2606","John Wick",43037835,2e+07,7.4,582856,2014,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2607","The Lazarus Effect",25801570,3300000,5.2,42352,2015,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",5
"2608","47 Meters Down",44307191,5300000,5.7,52319,2017,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",6
"2609","Ad Astra",50188370,9e+07,6.5,216603,2019,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",6
"2610","A Most Violent Year",5749134,2e+07,7,69705,2014,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",7
"2611","Hot Pursuit",34580201,3.5e+07,5.2,50219,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"2612","The Purge: Anarchy",71962800,9e+06,6.4,146844,2014,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2613","Batman v Superman: Dawn of Justice",330360194,2.5e+08,6.4,667779,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2614","Dolphin Tale 2",42024533,3.6e+07,6.4,8883,2014,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2615","The Theory of Everything",35893537,1.5e+07,7.7,426477,2014,"PG-13",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"2616","The Hundred-Foot Journey",54240821,2.2e+07,7.3,79933,2014,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2617","Planes: Fire & Rescue",59165787,5e+07,6,17497,2014,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2618","The Water Diviner",4196641,22500000,7,73804,2014,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",7
"2619","Moms' Night Out",10429707,5e+06,5.4,13666,2014,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"2620","The Jungle Book",364001123,1.75e+08,7.4,268321,2016,"PG",1,TRUE,TRUE,TRUE,TRUE,TRUE,"high","high","high",7
"2621","Mortdecai",7696134,6e+07,5.5,70496,2015,"R",3,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"2622","Inferno",34343574,7.5e+07,6.2,168143,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2623","Bad Grandpa",102003019,1.5e+07,6.5,91903,2013,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"high","low","medium",6
"2624","The Conjuring 2",102470008,4e+07,7.3,251869,2016,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",7
"2625","Creed",109767581,3.5e+07,7.6,260145,2015,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"2626","Spy",110825712,6.5e+07,7,238156,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"2627","Crazy Rich Asians",174532921,3e+07,6.9,157419,2018,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",7
"2628","Beyond the Lights",14618727,7e+06,6.9,16132,2014,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"2629","Trainwreck",110212700,3.5e+07,6.2,134010,2015,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2630","Justin Bieber's Believe",6206566,5e+06,1.7,17846,2013,"PG",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","low","low",2
"2631","The Boy Next Door",35423380,4e+06,4.7,40768,2015,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",5
"2632","Fantastic Beasts and Where to Find Them",234037575,1.8e+08,7.3,431312,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2633","Insidious: Chapter 3",52218558,1e+07,6.1,100077,2015,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",6
"2634","Incarnate",4799774,5e+06,5.3,12647,2016,"PG-13",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","low","low",5
"2635","A Beautiful Day in the Neighborhood",61704055,2.5e+07,7.3,70712,2019,"PG",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"2636","Risen",36880033,2e+07,6.3,27043,2016,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2637","Sully",125070033,6e+07,7.4,255514,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",7
"2638","Little Women",108101214,4e+07,7.8,170063,2019,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",8
"2639","Welcome to Marwen",10763520,3.9e+07,6.2,22490,2018,"PG-13",1,TRUE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",6
"2640","London Has Fallen",62524260,6e+07,5.9,152119,2016,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2641","Logan",226277068,9.7e+07,8.1,695034,2017,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2642","American Ultra",14440985,2.8e+07,6.1,88839,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"2643","Still Alice",18754371,5e+06,7.5,130898,2014,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",8
"2644","Concussion",34542474,3.5e+07,7.1,91203,2015,"PG-13",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"2645","Annabelle",84273813,6500000,5.4,151388,2014,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",5
"2646","Pan",35088320,1.5e+08,5.7,62539,2015,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2647","Jigsaw",38052832,1e+07,5.8,75185,2017,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",6
"2648","Friend Request",3759078,9900000,5.3,25504,2016,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",5
"2649","Max",42656255,2e+07,6.7,26463,2015,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",7
"2650","Transformers: The Last Knight",130168683,2.17e+08,5.2,143502,2017,"PG-13",2,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",5
"2651","X-Men: Apocalypse",155442489,1.78e+08,6.9,412037,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2652","Scary Stories to Tell in the Dark",68947075,2.5e+07,6.2,69933,2019,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2653","The Forest",26594261,1e+07,4.8,41646,2016,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",5
"2654","Jack Reacher: Never Go Back",58697076,6e+07,6.1,147307,2016,"PG-13",1,FALSE,TRUE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2655","Sicario",46889293,3e+07,7.6,400236,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",8
"2656","Murder on the Orient Express",102826543,5.5e+07,6.5,225847,2017,"PG-13",0,TRUE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",6
"2657","Ferdinand",84410380,1.11e+08,6.8,53179,2017,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2658","Ice Age: Collision Course",64063008,1.05e+08,5.7,61497,2016,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2659","Paul Blart: Mall Cop 2",71038190,3e+07,4.4,36167,2015,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",4
"2660","War for the Planet of the Apes",146880162,1.5e+08,7.4,241031,2017,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2661","The Hateful Eight",54117416,4.4e+07,7.8,556107,2015,"R",1,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","high",8
"2662","Unforgettable",11368012,1.2e+07,5.1,15016,2017,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",5
"2663","Despicable Me 3",264624300,8e+07,6.3,123266,2017,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2664","Sing",270395425,7.5e+07,7.1,144187,2016,"PG",1,TRUE,FALSE,FALSE,TRUE,FALSE,"high","high","medium",7
"2665","The Nut Job 2: Nutty by Nature",28370522,4e+07,5.5,6369,2017,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"2666","The Walk",10137502,3.5e+07,7.3,125067,2015,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",7
"2667","Fan",2300000,15670000,7,44323,2016,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"2668","Captain America: Civil War",408084349,2.5e+08,7.8,715614,2016,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2669","Thor: Ragnarok",315058289,1.8e+08,7.9,654932,2017,"PG-13",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2670","The Lego Movie 2: The Second Part",105806508,9.9e+07,6.6,60866,2019,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2671","Richard Jewell",22345542,4.5e+07,7.5,76447,2019,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",8
"2672","The Night Before",43047372,2.5e+07,6.4,69379,2015,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2673","Nerve",38583626,1.9e+07,6.5,123162,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2674","American Made",51342000,5e+07,7.2,169494,2017,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2675","Whiskey Tango Foxtrot",23083334,3.5e+07,6.6,51614,2016,"R",1,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"2676","Girls Trip",115171585,1.9e+07,6.2,36337,2017,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2677","The Visit",65206105,5e+06,6.2,123530,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",6
"2678","The Grudge",21221803,1e+07,4.3,23325,2020,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","low",4
"2679","Jem and the Holograms",2184640,5e+06,4.2,7710,2015,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",4
"2680","Paper Towns",32000304,1.2e+07,6.2,99589,2015,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2681","Ricki and the Flash",26822144,1.8e+07,5.9,23128,2015,"PG-13",2,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"2682","The Girl on the Train",75395035,4.5e+07,6.5,179685,2016,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"2683","Allied",40098064,8.5e+07,7.1,149818,2016,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",7
"2684","The Martian",228433663,1.08e+08,8,801477,2015,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2685","Bridge of Spies",72313754,4e+07,7.6,300344,2015,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",8
"2686","The BFG",55483770,1.4e+08,6.4,82101,2016,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2687","Unfriended",32482090,1e+06,5.5,72912,2014,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",6
"2688","Underworld: Blood Wars",30353973,3.5e+07,5.8,73341,2016,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2689","Power Rangers",85364450,1e+08,5.9,105254,2017,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2690","Kong: Skull Island",168052812,1.85e+08,6.6,300705,2017,"PG-13",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2691","Godzilla: King of the Monsters",110500138,1.7e+08,6,168536,2019,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2692","Lion",51738905,1.2e+07,8,225875,2016,"PG-13",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"2693","Rogue One: A Star Wars Story",532177324,2e+08,7.8,584451,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2694","The Equalizer 2",102084362,6.2e+07,6.7,146945,2018,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",7
"2695","Snowden",21587519,4e+07,7.3,146501,2016,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"2696","Solo: A Star Wars Story",213767512,2.75e+08,6.9,315827,2018,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2697","La La Land",151101803,3e+07,8,542333,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"2698","Sonic the Hedgehog",146066470,8.5e+07,6.5,108099,2020,"PG",1,FALSE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",6
"2699","The Nice Guys",36261763,5e+07,7.4,302570,2016,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2700","The Predator",51024708,8.8e+07,5.3,123435,2018,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2701","Only the Brave",18343983,3.8e+07,7.6,64180,2017,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",8
"2702","War Room",67790117,3e+06,6.5,14436,2015,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"2703","Dope",17506470,7e+06,7.2,83049,2015,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"2704","Krampus",42725475,1.5e+07,6.2,67182,2015,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2705","Dumbo",114766307,1.7e+08,6.3,71324,2019,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2706","The Perfect Guy",57027435,1.2e+07,5.6,10468,2015,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","low",6
"2707","The Goldfinch",5332621,4.5e+07,6.4,20357,2019,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"2708","The Boy",35819556,1e+07,6,86345,2016,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",6
"2709","Baby Driver",107825862,3.4e+07,7.6,483624,2017,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"high","medium","high",8
"2710","Guardians of the Galaxy Vol. 2",389813101,2e+08,7.6,616992,2017,"PG-13",4,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2711","The Space Between Us",7885294,3e+07,6.4,51038,2017,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",6
"2712","Teenage Mutant Ninja Turtles: Out of the Shadows",82051601,1.35e+08,6,88703,2016,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"2713","The Bye Bye Man",22395806,7400000,4.2,23179,2017,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",4
"2714","Manchester by the Sea",47695371,9e+06,7.8,263647,2016,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",8
"2715","Maze Runner: The Scorch Trials",81697192,6.1e+07,6.3,235888,2015,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",6
"2716","The Shallows",55124043,1.7e+07,6.3,127134,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2717","The Darkest Minds",12695691,3.4e+07,5.7,30779,2018,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"2718","The Purge: Election Year",79213375,1e+07,6,96103,2016,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2719","Forever My Girl",16376066,3500000,6.7,16370,2018,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"2720","The Lego Batman Movie",175750384,8e+07,7.3,139046,2017,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2721","Fantastic Beasts: The Crimes of Grindelwald",159555901,2e+08,6.5,241009,2018,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2722","After",12138565,1.4e+07,5.3,47505,2019,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",5
"2723","My Little Pony: The Movie",21885107,6500000,6.1,6674,2017,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",6
"2724","Florence Foster Jenkins",27383770,2.9e+07,6.8,54037,2016,"PG-13",1,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"2725","Keanu",20591853,1.5e+07,6.3,47451,2016,"R",1,TRUE,TRUE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2726","Captain Marvel",426829839,1.6e+08,6.8,498213,2019,"PG-13",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2727","Avengers: Endgame",858373000,3.56e+08,8.4,956903,2019,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2728","Don't Breathe",89217875,9900000,7.1,254738,2016,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"high","low","high",7
"2729","13 Hours",52853219,5e+07,7.3,130537,2016,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"2730","The Gift",43787265,5e+06,7,148512,2015,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",7
"2731","The Birth of a Nation",15861566,8500000,6.4,20761,2016,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",6
"2732","Jason Bourne",162434410,1.2e+08,6.6,217005,2016,"PG-13",1,TRUE,TRUE,FALSE,TRUE,TRUE,"high","high","high",7
"2733","Widows",42402632,4.2e+07,6.9,93021,2018,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"2734","Alpha",35857181,5.1e+07,6.7,59478,2018,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"2735","Miracles from Heaven",61705123,1.3e+07,7.1,24140,2016,"PG",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","low",7
"2736","The Witch",25138705,4e+06,6.9,226983,2015,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",7
"2737","Grandma",6980524,6e+05,6.7,15453,2015,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"2738","Xun long jue",1243810,3.7e+07,6,3741,2015,NA,0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",6
"2739","The Circle",20497844,1.8e+07,5.4,89151,2017,"PG-13",3,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",5
"2740","Kubo and the Two Strings",48023088,6e+07,7.8,123959,2016,"PG",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",8
"2741","90 Minutes in Heaven",4842699,5e+06,4.8,3775,2015,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"2742","Queen of Katwe",8874389,1.5e+07,7.4,16682,2016,"PG",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","low",7
"2743","Ouija: Origin of Evil",35144505,9e+06,6.2,58629,2016,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2744","The Peanut Butter Falcon",20457151,6200000,7.6,83628,2019,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",8
