"","title","domestic","budget","averageRating","numVotes","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"2374","X-Men: Days of Future Past",233921534,2e+08,7.9,682623,2014,"PG-13",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2375","The Edge of Seventeen",14431633,9e+06,7.3,114729,2016,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"2376","Parker",17616641,3.5e+07,6.2,119576,2013,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2377","Fast & Furious 6",238679850,1.6e+08,7,382898,2013,"PG-13",4,FALSE,TRUE,FALSE,TRUE,TRUE,"high","high","high",7
"2378","Flight",93772375,3.1e+07,7.3,339682,2012,"R",2,TRUE,FALSE,FALSE,FALSE,TRUE,"high","medium","high",7
"2379","The Call",51872378,1.3e+07,6.7,117678,2013,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",7
"2380","Penguins of Madagascar",83850911,1.32e+08,6.7,85476,2014,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
"2381","Magic Mike",113721571,7e+06,6.1,135159,2012,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","low","medium",6
"2382","Pompeii",23219748,1e+08,5.5,109090,2014,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"2383","Glee: The 3D Concert Movie",11862398,9e+06,5.5,5809,2011,"PG",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","low",6
"2384","Sinister",48086903,3e+06,6.8,235998,2012,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","high",7
"2385","Trance",2328743,2e+07,6.9,112193,2013,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","medium","medium",7
"2386","Let's Be Cops",82390774,1.7e+07,6.4,130951,2014,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2387","Heaven Is for Real",91443253,1.2e+07,5.8,26599,2014,"PG",0,TRUE,FALSE,FALSE,FALSE,FALSE,"high","low","low",6
"2388","The Big Wedding",21819348,3.5e+07,5.6,48712,2013,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2389","Seven Psychopaths",15024049,1.5e+07,7.2,249593,2012,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","high",7
"2390","Miss Peregrine's Home for Peculiar Children",87242834,1.1e+08,6.7,164202,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2391","Carrie",35266619,3e+07,5.9,137178,2013,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2392","UglyDolls",20150241,4.5e+07,5.1,6488,2019,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",5
"2393","Ford v Ferrari",117624357,97600000,8.1,341004,2019,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2394","The Hangover Part III",112200072,1.03e+08,5.8,303762,2013,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2395","The Hunger Games: Catching Fire",424668047,1.3e+08,7.5,636300,2013,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2396","The Hunger Games: Mockingjay - Part 1",337135885,1.25e+08,6.6,432855,2014,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2397","The Hunger Games: Mockingjay - Part 2",281723902,1.6e+08,6.6,305150,2015,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2398","Sex Tape",38543473,4e+07,5.1,110381,2014,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"2399","Noah",101200044,1.25e+08,5.7,249597,2014,"PG-13",2,FALSE,FALSE,FALSE,FALSE,TRUE,"high","high","high",6
"2400","The Hitman's Bodyguard",75468583,3e+07,6.9,215022,2017,"R",2,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2401","American Assassin",36249674,3.3e+07,6.2,77374,2017,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2402","Tomorrowland",93436322,1.9e+08,6.4,177918,2015,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2403","Labor Day",13371528,1.8e+07,6.9,44543,2013,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",7
"2404","King Arthur: Legend of the Sword",39175066,1.75e+08,6.7,205046,2017,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",7
"2405","The Best of Me",26766213,2.6e+07,6.7,69508,2014,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"2406","Rules Don't Apply",3652206,2.5e+07,5.7,10642,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"2407","Rush",26947624,3.8e+07,8.1,455421,2013,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","high",8
"2408","Toy Story 4",434038008,2e+08,7.7,225442,2019,"G",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2409","Pain & Gain",49875291,2.6e+07,6.4,208905,2013,"R",3,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",6
"2410","Thor: The Dark World",206362140,1.7e+08,6.8,633173,2013,"PG-13",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2411","Geostorm",33700160,1.2e+08,5.3,101798,2017,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2412","Pitch Perfect",65001093,1.7e+07,7.1,291252,2012,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",7
"2413","The Angry Birds Movie",107509366,7.3e+07,6.3,86595,2016,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2414","Cloudy with a Chance of Meatballs 2",119793567,7.8e+07,6.4,96801,2013,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2415","The Upside",108252517,37500000,7,52650,2017,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"high","medium","medium",7
"2416","Hell Fest",11107431,5500000,5.5,16134,2018,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","low",6
"2417","Neighbors",150157400,1.8e+07,6.3,298943,2014,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","low","high",6
"2418","No Good Deed",52543632,13200000,5.6,20083,2014,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"2419","Guardians of the Galaxy",333176600,1.7e+08,8,1101693,2014,"PG-13",4,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2420","The Smurfs 2",71017784,1.05e+08,5.3,40344,2013,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2421","Diary of a Wimpy Kid: Dog Days",49008662,2.2e+07,6.3,24176,2012,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2422","Mama",71628180,1.5e+07,6.2,175435,2013,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",6
"2423","Identity Thief",134506920,3.5e+07,5.7,129536,2013,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2424","Non-Stop",92168600,5e+07,6.9,257964,2014,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"2425","12 Years a Slave",56671993,2e+07,8.1,668392,2013,"R",1,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","high",8
"2426","The Last Exorcism Part II",15179302,5e+06,4,16154,2013,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",4
"2427","The Great Wall",45540830,1.5e+08,5.9,130035,2016,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2428","Flatliners",16883115,1.9e+07,5.2,45259,2017,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",5
"2429","The Gambler",33680992,2.5e+07,6.1,69011,2014,"R",2,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",6
"2430","Point Break",28782481,1.05e+08,5.3,60879,2015,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2431","Rocketman",96368160,4e+07,7.3,160232,2019,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"high","medium","medium",7
"2432","Steve Jobs",17766658,3e+07,7.2,163176,2015,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"2433","The Best Man Holiday",70525195,1.7e+07,6.7,15400,2013,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",7
"2434","Captain Underpants: The First Epic Movie",73921000,3.8e+07,6.2,26796,2017,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2435","Assassin's Creed",54647948,1.25e+08,5.7,193025,2016,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2436","Dumb and Dumber To",86208010,4e+07,5.6,133451,2014,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2437","Inside Out",356461711,1.75e+08,8.1,659096,2015,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2438","Hit and Run",13749300,2e+06,6.1,35649,2012,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"2439","Spring Breakers",14124284,5e+06,5.3,139392,2012,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","medium",5
"2440","Tammy",84525432,2e+07,4.9,50331,2014,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",5
"2441","Dawn of the Planet of the Apes",208545589,1.7e+08,7.6,424698,2014,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2442","Into the Storm",47602194,5e+07,5.8,66945,2014,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2443","Paranormal Activity 4",53885000,5e+06,4.6,64687,2012,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",5
"2444","Transformers: Age of Extinction",245439076,2.1e+08,5.6,305700,2014,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",6
"2445","Hacksaw Ridge",67209615,4e+07,8.1,473154,2016,"R",1,TRUE,FALSE,TRUE,TRUE,FALSE,"medium","medium","high",8
"2446","The House with a Clock in Its Walls",68549695,4.2e+07,6.1,49403,2018,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2447","Pixels",78747585,8.8e+07,5.5,137822,2015,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2448","San Andreas",155190832,1.1e+08,6.1,225582,2015,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2449","Second Act",39282227,1.6e+07,5.8,25306,2018,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"2450","Long Shot",30316271,4e+07,6.8,104416,2019,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2451","Saving Mr. Banks",83301580,3.5e+07,7.5,157183,2013,"PG-13",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",8
"2452","Self/less",12279691,2.6e+07,6.5,95556,2015,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",6
"2453","The Accountant",86260045,4.4e+07,7.3,279421,2016,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"2454","Getaway",10501938,1.8e+07,4.4,23921,2013,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",4
"2455","Horrible Bosses 2",54445357,4.2e+07,6.3,165189,2014,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2456","3 Days to Kill",30697999,2.8e+07,6.2,91244,2014,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2457","Metallica Through the Never",3419967,1.8e+07,7.2,17200,2013,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",7
"2458","The Monuments Men",78031620,7e+07,6.1,128710,2014,"PG-13",2,FALSE,TRUE,TRUE,TRUE,TRUE,"medium","high","medium",6
"2459","American Sniper",350126372,58800000,7.3,460626,2014,"R",1,TRUE,TRUE,FALSE,TRUE,TRUE,"high","medium","high",7
"2460","Into the Woods",128002372,5e+07,5.9,137136,2014,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2461","Earth to Echo",38934842,1.3e+07,5.8,18787,2014,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"2462","The Purge",64473115,3e+06,5.7,214175,2013,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","high",6
"2463","Grown Ups 2",133668525,8e+07,5.4,147311,2013,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",5
"2464","The Counselor",16973715,2.5e+07,5.3,98858,2013,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","medium",5
"2465","Run All Night",26461644,5e+07,6.6,106375,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2466","The Other Woman",83911193,4e+07,6,135760,2014,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2467","Transcendence",23022309,1e+08,6.2,223139,2014,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",6
"2468","Madea's Witness Protection",65653242,2e+07,4.9,10583,2012,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"2469","Katy Perry: Part of Me",25326071,1.2e+07,5.9,13578,2012,"PG",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","low",6
"2470","Home",177397510,1.35e+08,6.6,97738,2015,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2471","Insidious: Chapter 2",83586447,5e+06,6.6,163807,2013,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",7
"2472","The Mountain Between Us",30348555,3.5e+07,6.4,72031,2017,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2473","Don Jon",24477704,3e+06,6.5,234845,2013,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",6
"2474","Rampage",101028233,1.2e+08,6.1,156107,2018,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2475","The Internship",44672764,5.8e+07,6.3,197765,2013,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2476","Valerian and the City of a Thousand Planets",41189488,177200000,6.5,172471,2017,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",6
"2477","Think Like a Man Too",65182182,2.4e+07,5.8,20513,2014,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",6
"2478","Money Monster",41012075,2.7e+07,6.5,97826,2016,"R",2,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",6
"2479","A Haunted House",40041683,2500000,5,45614,2013,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",5
"2480","Big Hero 6",222527828,1.65e+08,7.8,432310,2014,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2481","When the Game Stands Tall",30127963,1.5e+07,6.7,15830,2014,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",7
"2482","Spider-Man: Homecoming",334201140,1.75e+08,7.4,561694,2017,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2483","The Book of Life",50151543,5e+07,7.3,68083,2014,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2484","Kung Fu Panda 3",143528619,1.45e+08,7.1,145595,2016,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2485","Gone Girl",167767189,6.1e+07,8.1,916602,2014,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"2486","Magic Mike XXL",66013057,14800000,5.6,54381,2015,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",6
"2487","Hellboy",21903748,5e+07,5.2,84770,2019,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"2488","The Grand Budapest Hotel",59301324,2.5e+07,8.1,751924,2014,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",8
"2489","Love the Coopers",26302731,1.7e+07,5.8,22774,2015,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",6
"2490","The SpongeBob Movie: Sponge Out of Water",162994032,7.4e+07,6,52640,2015,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",6
"2491","Muppets Most Wanted",51183113,5e+07,6.4,33388,2014,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2492","Men in Black: International",80001807,1.1e+08,5.6,124415,2019,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2493","Jumanji: Welcome to the Jungle",404540171,9e+07,6.9,348134,2017,"PG-13",4,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2494","Minions",336045770,7.4e+07,6.4,222857,2015,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2495","22 Jump Street",191719337,5e+07,7,359938,2014,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"2496","Frozen",400738009,1.5e+08,7.4,594920,2013,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2497","Sherlock Gnomes",43242871,5.9e+07,5.2,11674,2018,"PG",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",5
"2498","Olympus Has Fallen",98925640,7e+07,6.5,267023,2013,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"high","high","high",6
"2499","The 5th Wave",34916787,3.8e+07,5.2,105157,2016,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"2500","The Gallows",22764410,1e+05,4.3,20127,2015,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","low",4
"2501","Homefront",20158898,2.2e+07,6.5,115901,2013,"R",1,TRUE,TRUE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2502","Alien: Covenant",74262031,9.7e+07,6.4,267538,2017,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","high","high",6
"2503","Endless Love",23438250,2e+07,6.3,42897,2014,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2504","Fifty Shades of Grey",166167230,4e+07,4.1,307908,2015,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",4
"2505","Snatched",45852178,4.2e+07,4.5,34582,2017,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",4
"2506","White House Down",73103784,1.5e+08,6.3,214194,2013,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",6
"2507","The Mummy",80227895,1.25e+08,5.4,180268,2017,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2508","Jobs",16131410,1.2e+07,6,96297,2013,"PG-13",1,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","medium",6
"2509","Rio 2",131538435,1.03e+08,6.3,85469,2014,"G",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"2510","Unfinished Business",10219501,3.5e+07,5.4,33083,2015,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"2511","The Intern",75764672,3.5e+07,7.1,238288,2015,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2512","Runner Runner",19316646,3e+07,5.6,62246,2013,"R",2,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"2513","The Disappointments Room",2423468,1.5e+07,3.9,9629,2016,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",4
"2514","Need for Speed",43577636,6.6e+07,6.4,167145,2014,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2515","Deliver Us from Evil",30577122,3e+07,6.2,74652,2014,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",6
"2516","Spectre",200074609,2.45e+08,6.8,413686,2015,"PG-13",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2517","Mission: Impossible - Rogue Nation",195042377,1.5e+08,7.4,356244,2015,"PG-13",3,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",7
"2518","Focus",53862963,50100000,6.6,232624,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"2519","The Huntsman: Winter's War",48390190,1.15e+08,6.1,104540,2016,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2520","How to Train Your Dragon: The Hidden World",160799505,1.29e+08,7.5,116207,2019,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",8
"2521","Dark Skies",17418667,3500000,6.3,73742,2013,"PG-13",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","medium",6
"2522","Keeping Up with the Joneses",14904426,4e+07,5.9,60903,2016,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"2523","Delivery Man",30664106,2.6e+07,6.4,77241,2013,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2524","Oculus",27695246,5e+06,6.5,123361,2013,"R",1,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",6
"2525","Avengers: Age of Ultron",459005868,2.5e+08,7.3,797782,2015,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2526","Smurfs: The Lost Village",45020282,6e+07,6,20231,2017,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"2527","Anomalisa",3759286,8e+06,7.3,69707,2015,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","low","medium",7
"2528","The Green Inferno",7192291,5e+06,5.3,42153,2013,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",5
"2529","Gods of Egypt",31153464,1.4e+08,5.4,112022,2016,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"2530","The Family",36918811,3e+07,6.3,114164,2013,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"2531","Woman in Gold",33307793,1.1e+07,7.3,56588,2015,"PG-13",1,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",7
"2532","The Magnificent Seven",93432655,9e+07,6.9,200808,2016,"PG-13",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"2533","The Heat",159582188,4.3e+07,6.6,167121,2013,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",7
"2534","Atomic Blonde",51687870,3e+07,6.7,185589,2017,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",7
"2535","Philomena",37709979,1.2e+07,7.6,97535,2013,"PG-13",0,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",8
"2536","Project Almanac",22348241,1.2e+07,6.4,78567,2015,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",6
"2537","Taken 3",89256424,4.8e+07,6,186169,2014,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"2538","Joy",56451232,6e+07,6.6,132873,2015,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"2539","The Peanuts Movie",130178411,9.9e+07,7.1,44271,2015,"G",0,FALSE,FALSE,FALSE,TRUE,FALSE,"high","high","medium",7
"2540","Isn't It Romantic",48791187,3.1e+07,5.9,66797,2019,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2541","Left Behind",14019924,1.6e+07,3.1,38678,2014,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",3
"2542","Paranormal Activity: The Ghost Dimension",18300124,1e+07,4.6,26768,2015,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","low",5
"2543","Paranormal Activity: The Marked Ones",32462372,5e+06,5,41585,2014,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",5
"2544","Star Wars: Episode VII - The Force Awakens",936662225,2.45e+08,7.8,889118,2015,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"2545","Burnt",13651946,2e+07,6.6,111967,2015,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",7
"2546","Hotel Transylvania 2",169700110,8e+07,6.7,116896,2015,"PG",1,FALSE,FALSE,FALSE,TRUE,FALSE,"high","high","medium",7
"2547","The Gunman",10664749,4e+07,5.8,40450,2015,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",6
"2548","One Direction: This Is Us",28873374,1e+07,4.3,24143,2013,"PG",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","low",4
"2549","Star Wars: Episode VIII - The Last Jedi",620181382,3.17e+08,6.9,592774,2017,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"2550","Star Wars: Episode IX - The Rise of Skywalker",515202542,2.75e+08,6.5,407647,2019,"PG-13",3,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"2551","God's Not Dead",60755732,2e+06,4.7,41964,2014,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",5
"2552","Blockers",60311495,2.1e+07,6.2,75940,2018,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2553","Arrival",100546139,4.7e+07,7.9,644393,2016,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","medium","high",8
"2554","The Light Between Oceans",12545979,2e+07,7.2,54902,2016,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",7
"2555","Crimson Peak",31090320,5.5e+07,6.5,140382,2015,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"2556","The Second Best Exotic Marigold Hotel",33078266,1e+07,6.6,32868,2015,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",7
"2557","Pacific Rim: Uprising",59874525,1.5e+08,5.6,112067,2018,"PG-13",1,FALSE,TRUE,FALSE,TRUE,TRUE,"medium","high","medium",6
"2558","A Million Ways to Die in the West",43139300,4e+07,6.1,183914,2014,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
